"","dates","V1","V2","V3","V4","V5","V6","V7","V8"
"19875",2007-03-17,0.5,2,15.3,9.5,6.1,0,0,2.4
"19877",2007-03-18,0,3,3.1,8.4,0,1.2,2.1,5.4
"19879",2007-03-19,7.7,5.7,2.8,2,8.3,0.6,15.7,6.3
"19881",2007-03-20,6.4,3.6,10.9,1,2.1,0,1.5,9.7
"19883",2007-03-21,0,2.7,1.5,0,0,0,0,2.6
"19885",2007-03-22,2,0,1.2,0,1.5,6.5,6.8,3
"19887",2007-03-23,4.2,3,2.6,0,3.1,11.9,0,4.6
"19889",2007-03-24,8.9,0.5,0.9,0,4.5,22.5,0,3.7
"19891",2007-03-25,0,0.6,2.4,0,2.1,28,0,1.4
"19893",2007-03-26,1.4,6,3.2,3.5,3.5,20.7,5.8,0
"19895",2007-03-27,0.3,1,0,5,4.5,20.3,2.9,6.6
"19897",2007-03-28,4.1,0,3.1,4,9.1,19.2,0,5
"19899",2007-03-29,5.4,3.8,0.9,7,5.1,30.7,0,5.4
"19901",2007-03-30,5.5,3.7,10,4.5,0,19.7,7.6,7.8
"19903",2007-03-31,0,14,8,6,0,16.4,0,13.1
"19905",2007-04-01,2.3,NA,13.4,15.5,0,15,1,10
"19907",2007-04-02,8.1,3,10.6,10.5,0,10,7,4.3
"19909",2007-04-03,4.3,0,12.6,8.4,0,8,0,5.6
"19911",2007-04-04,2.9,1,7,5.5,8.2,15.5,0,1.6
"19913",2007-04-05,0,4.6,4,4,3.1,3,0,2
"19915",2007-04-06,0,1.9,0.3,5,2.3,20,5.6,0
"19917",2007-04-07,1.7,9.9,1.1,3.5,3.1,3.6,2.7,5.7
"19919",2007-04-08,1.9,11.2,3.4,7,4.2,17,10.6,9.5
"19921",2007-04-09,0,10.2,11.8,8.3,4.2,11.2,1.4,13
"19923",2007-04-10,0,0,1,7.2,3.1,17,0,1
"19925",2007-04-11,0,0,0,6,0,2.1,0,2.1
"19927",2007-04-12,0,4.6,6.7,5.3,0,5,0,3.3
"19929",2007-04-13,2.6,6,3,4,0,2.3,0,3.1
"19931",2007-04-14,0.5,1.5,1.5,0,0,2.1,0,0
"19933",2007-04-15,0,0,0,0,0,0,0,0
"19935",2007-04-16,0.8,0,0.2,0,0,0,0,4.5
"19937",2007-04-17,0,0.2,0,0,9.4,0,0,3.4
"19939",2007-04-18,0,0,0,0,0,0,0,0.9
"19941",2007-04-19,0,0,3.4,3,0,1.4,0,0
"19943",2007-04-20,0,0,1.7,2,0,0,0,0
"19945",2007-04-21,0,0,0,0,0,2.3,0,0.9
"19947",2007-04-22,0,0,0.1,0,2.2,30.5,0,3
"19949",2007-04-23,0.2,0,1.5,6,2.1,17.7,0,5.5
"19951",2007-04-24,0.1,4.2,9.7,5,10.5,15.8,1.8,1.1
"19953",2007-04-25,0,1,0.2,4,3.1,20.2,0,2.2
"19955",2007-04-26,0,0,0.1,3.5,0,13.4,0,0
"19957",2007-04-27,0,1,0.6,3,0,15.8,0,0
"19959",2007-04-28,0,2,1,2.5,0,17.8,0,0
"19961",2007-04-29,0.5,0.2,0,0,0,18.5,2.5,0
"19963",2007-04-30,0,0.7,1.8,0,0,15.2,0,0
"19965",2007-05-01,0,0,0,0,0,2.5,0,0
"19967",2007-05-02,0,0,0,0,0,1.5,0,0
"19969",2007-05-03,0,0,0,0,0,2.9,0,0
"19971",2007-05-04,0,0,0.1,0,0,1,0,1
"19973",2007-05-05,0,0,0,0,0,0,0,9
"19975",2007-05-06,0,0,0,0,0,14.6,0,7.4
"19977",2007-05-07,0,0,0.8,0,0,14,0,9.1
"19979",2007-05-08,0,0,0.3,4,0,13,0,7.1
"19981",2007-05-09,0,0,21.5,6,0,0,4.5,8.9
"19983",2007-05-10,0,0,1.8,3,0,0,0,3.6
"19985",2007-05-11,0,0,0.7,7,0,1.2,0,1.8
"19987",2007-05-12,0,0,0,0,0,0,0,0
"19989",2007-05-13,0,0,0,0,0,1.3,0,0
"19991",2007-05-14,0,0,0,0,0,1.5,0,0
"19993",2007-05-15,0,0,0,0,0,0,0,0
"19995",2007-05-16,0,0,0,0,0,1,0,0
"19997",2007-05-17,0,0,0,0,0,0,0,0
"19999",2007-05-18,0,0,0,0,0,0,0,0
"20001",2007-05-19,0,0,0,0,0,0.6,0,0
"20003",2007-05-20,0,0,0,0,0,0,0,0
"20005",2007-05-21,0,0,0,0,0,0,0,0
"20007",2007-05-22,0,0,0,0,0,0.3,0,0
"20009",2007-05-23,0,0,0,0,0,0,0,0
"20011",2007-05-24,0,0,0,0,0,0.8,0,0
"20013",2007-05-25,0,0,0,0,0,0,0,0
"20015",2007-05-26,0,0,0,0,0,0,0,0
"20017",2007-05-27,0,0,0,0,0,1.2,0,0
"20019",2007-05-28,0,0,0,0,0,0.5,0,0
"20021",2007-05-29,0,0,0,0,0,0.2,0,0
"20023",2007-05-30,0,0,0,0,0,1.7,0,0
"20025",2007-05-31,0,0,0,0,0,0.2,0,0
"20027",2007-06-01,NA,0,0,0,NA,NA,NA,0
"20029",2007-06-02,0,0,0,0,0,5.7,0,0
"20031",2007-06-03,0,0,0,0,0,1,0,0
"20033",2007-06-04,0,0,0,0,0,0.6,0,0
"20035",2007-06-05,0,0,0,0,0,0,0,0
"20037",2007-06-06,0,0,0,0,0,0,0,0
"20039",2007-06-07,0,0,0,0,0,0.7,0,0
"20041",2007-06-08,0,0,0,0,0,2.8,0,0
"20043",2007-06-09,0,0,0,0,0,1.9,0,0
"20045",2007-06-10,0,0,0,0,0,0,0,0
"20047",2007-06-11,0,0,0,0,0,0,0,0
"20049",2007-06-12,0,0,0,0,0,1.6,0,0
"20051",2007-06-13,0,0,0,0,0,0.8,0,0
"20053",2007-06-14,0,0,0,0,0,0,0,0
"20055",2007-06-15,0,0,0,0,0,0,0,0
"20057",2007-06-16,0,0,0,0,0,0,0,0
"20059",2007-06-17,0,0,0,0,0,0.6,0,0
"20061",2007-06-18,0,0,0,0,0,0,0,0
"20063",2007-06-19,0,0,0,0,0,0.4,0,1.1
"20065",2007-06-20,0,0,0,0,0,0,0,3.4
"20067",2007-06-21,0,0,0,0,0,0,0,0
"20069",2007-06-22,0,0,0,0,0,1,0,0
"20071",2007-06-23,0,0,0,0,0,0,0,0
"20073",2007-06-24,0,0,0,0,0,0,0,0
"20075",2007-06-25,0,0,0,0,0,0,0,0
"20077",2007-06-26,0,0,0,0,0,0,0,0
"20079",2007-06-27,0,0,0,0,0,0,0,0
"20081",2007-06-28,0,0,0,0,0,0,0,0
"20083",2007-06-29,0,0,0,0,0,0,0,0
"20085",2007-06-30,0,0,0,0,0,0,0,0
"20087",2007-07-01,0,0,0,0,0,0,0,0
"20089",2007-07-02,0,0,0,0,0,0,0,0
"20091",2007-07-03,0,0,0,0,0,0,0,0
"20093",2007-07-04,0,0,0,0,0,0,0,0
"20095",2007-07-05,0,0,0,0,0,0,0,0
"20097",2007-07-06,0,0,0,0,0,0,0,0
"20099",2007-07-07,0,0,0,0,0,0,0,0
"20101",2007-07-08,0,0,0,0,0,0,0,0
"20103",2007-07-09,0,0,0,0,0,0,0,0
"20105",2007-07-10,0,0,0,0,0,8,0,0
"20107",2007-07-11,0,0,0,0,0,0.7,0,0
"20109",2007-07-12,0,0,0,0,0,1.8,0,0
"20111",2007-07-13,0,0,0,0,0,1.4,0,0
"20113",2007-07-14,0,0,0,0,0,0,0,0
"20115",2007-07-15,0,0,0,0,0,0,0,0
"20117",2007-07-16,0,0,0,0,0,0,0,0
"20119",2007-07-17,0,0,0,0,0,0,0,0
"20121",2007-07-18,0,0,0,0,0,0,0,0
"20123",2007-07-19,0,0,0,0,0,0,0,0
"20125",2007-07-20,0,0,0,0,0,0,0,0
"20127",2007-07-21,0,0,0,0,0,0,0,0
"20129",2007-07-22,0,0,0,0,0,0,0,0
"20131",2007-07-23,0,0,0,0,0,0,0,0
"20133",2007-07-24,0,0,0,0,0,0,0,0
"20135",2007-07-25,0,0,0,0,0,0,0,0
"20137",2007-07-26,0,0,0,0,0,0,0,0
"20139",2007-07-27,0,0,0,0,0,3.6,0,0
"20141",2007-07-28,0,0,0,0,0,4.4,0,0
"20143",2007-07-29,0,0,0,0,0,0,0,0
"20145",2007-07-30,0,0,0,0,0,0,0,0
"20147",2007-07-31,0,0,0,0,0,0,0,0
"20149",2007-08-01,0,0,0,NA,0,0,0,0
"20151",2007-08-02,0,0,0,0,0,0,0,0
"20153",2007-08-03,0,0,0,0,0,0,0,0
"20155",2007-08-04,0,0,0,0,0,0.5,0,0
"20157",2007-08-05,0,0,0,0,0,0,0,0
"20159",2007-08-06,0,0,0,0,0,0,0,0
"20161",2007-08-07,0,0,0,0,0,0,0,0
"20163",2007-08-08,0,0,0,0,0,0,0,0
"20165",2007-08-09,0,0,0,0,0,0,0,0
"20167",2007-08-10,0,0,0,0,0,0.8,0,0
"20169",2007-08-11,0,0,0,0,0,0.6,0,0
"20171",2007-08-12,0,0,0.3,0,0,0,0,0
"20173",2007-08-13,0,0,0,0,0,0,0,0
"20175",2007-08-14,0,0,0,0,0,0,0,0
"20177",2007-08-15,0,0,0,0,0,0,0,0
"20179",2007-08-16,0,0,0,0,0,0,0,0
"20181",2007-08-17,0,0,0,0,0,0,0,0
"20183",2007-08-18,0,0,0,0,0,0,0,0
"20185",2007-08-19,0,0,0,0,0,0,0,0
"20187",2007-08-20,0,0,0,0,0,0,0,0
"20189",2007-08-21,0,0,0,0,0,0,0,0
"20191",2007-08-22,0,0,0,0,0,0,0,0
"20193",2007-08-23,0,0,0,0,0,0,0,0
"20195",2007-08-24,0,0,0,0,0,1.1,0,0
"20197",2007-08-25,0,0,0,0,0,0.8,0,0
"20199",2007-08-26,0,0,0,0,0,0,0,0
"20201",2007-08-27,0,0,0,0,0,1.3,0,0
"20203",2007-08-28,0,0,0,0,0,4.8,0,0
"20205",2007-08-29,0,0,0,0,0,10.9,0,0
"20207",2007-08-30,0,0,0,0,0,0,0,0
"20209",2007-08-31,0,0,0,0,0,0,0,0
"20211",2007-09-01,0,0,0,0,0,0,0,0
"20213",2007-09-02,0,0,0,0,0,0,0,0
"20215",2007-09-03,0,0,0,0,0,1.3,0,0
"20217",2007-09-04,0,0,0,0,0,0.2,0,0
"20219",2007-09-05,0,0,0,0,0,0,0,0
"20221",2007-09-06,0,0,0,0,0,0,0,0
"20223",2007-09-07,0.1,0,0,0,0,0,0,0
"20225",2007-09-08,0,0,0,0,0,0,0,0
"20227",2007-09-09,0,0,0,0,0,0.3,0,0
"20229",2007-09-10,0,0,0,0,0,0,0,0
"20231",2007-09-11,0,0,0,0,0,0.9,0,0
"20233",2007-09-12,0,0,0,0,0,2.3,0,0
"20235",2007-09-13,0,0,0,0,0,0.8,0,0
"20237",2007-09-14,0,0,0,0,0,0,0,0
"20239",2007-09-15,0,0,0,0,0,0,0,0
"20241",2007-09-16,0,0,0,0,0,0,0,0
"20243",2007-09-17,0,0,0,0,0,0,0,0
"20245",2007-09-18,0,0,0,0,0,0,0,1.1
"20247",2007-09-19,0,0,0,0,0,0,0,2
"20249",2007-09-20,0,0,0,0,0,0,0,0
"20251",2007-09-21,0,0,0,0,0,0,0,0.8
"20253",2007-09-22,0,0,0,0,0,0,0,0
"20255",2007-09-23,0,0,0,0,0,0,0,0.6
"20257",2007-09-24,0,0,0,0,0,0,0,3.1
"20259",2007-09-25,0,0,0,0,0,0,0,1.9
"20261",2007-09-26,0,0,0,0,0,0.8,0,1.5
"20263",2007-09-27,0,0,0,0,0,0,0,0
"20265",2007-09-28,0,0,0,0,0,0,0,0
"20267",2007-09-29,0,0,0,0,0,0,0,0
"20269",2007-09-30,0,0,0,0,0,0,0,0
"20271",2007-10-01,0,0,0,0,0,0,0,0
"20273",2007-10-02,0,0,0,0,0,0,0,0
"20275",2007-10-03,0,0,0,0,0,0,0,2
"20277",2007-10-04,0,0,0,0,0,0,0,8
"20279",2007-10-05,0,0,2,0,0,0,0,12.1
"20281",2007-10-06,0,0,2.7,3,0,0.8,0,13.5
"20283",2007-10-07,0,0,0,2.5,0,0.3,0,14.7
"20285",2007-10-08,0,0,0.6,3.5,0,0.2,0,7.3
"20287",2007-10-09,0,0,2.3,0,0,0.9,0,0.7
"20289",2007-10-10,0,0,0,0,0,0,0,0.8
"20291",2007-10-11,0,0,0,0,0,0.4,0,1.3
"20293",2007-10-12,0,0,0,0,0,0.6,0,0
"20295",2007-10-13,0,0,0,0,0,1.2,0,0
"20297",2007-10-14,0,0,0,0,0,1.3,0,0
"20299",2007-10-15,0,0,0,0,0,3,0,0
"20301",2007-10-16,0,0,0,0,0,0.7,0,0
"20303",2007-10-17,0,0,0,0,0,0.4,0,0
"20305",2007-10-18,0,0,0,0,0,0.5,0,8.6
"20307",2007-10-19,0,0,2,0,0,0,0,7.7
"20309",2007-10-20,0,0,0,0,0,0,0,0.9
"20311",2007-10-21,0,0,0,0,0,3.6,0,0
"20313",2007-10-22,0,0,0,0,0,5.3,0,4.7
"20315",2007-10-23,0,0.5,1.7,2,0,5,0,9
"20317",2007-10-24,7.6,2.9,2.9,2.5,2.4,14.7,0,8.8
"20319",2007-10-25,1.6,8.5,2.7,3,3.2,31.6,4.8,7.6
"20321",2007-10-26,0,0,0,4.5,3.4,14.3,0,1.4
"20323",2007-10-27,0,0,1.1,4,0,8,0,1.8
"20325",2007-10-28,0,5.6,4.2,5.2,0,4.4,0,2.2
"20327",2007-10-29,0,4.6,3.1,7,0,5.1,1.8,9
"20329",2007-10-30,0,8.2,3,8,0,12.7,0,15.2
"20331",2007-10-31,0,0,1.1,3,0,20.2,0,4.8
"20333",2007-11-01,0,0,0,0,0,0,0,0
"20335",2007-11-02,0,0,0,0,0,0,0,0
"20337",2007-11-03,0,0,0,0,0,3,0,0
"20339",2007-11-04,0,0,0,0,0,14.2,0,0
"20341",2007-11-05,0,0,0,0,0,13.3,0,0
"20343",2007-11-06,0,0,0.6,0,0,0,0,1.9
"20345",2007-11-07,0,0,0.5,0,0,0.9,0,3.9
"20347",2007-11-08,0,0,1.7,0,0,1.7,0,1.6
"20349",2007-11-09,0,0,1.4,0,0,6.5,0,0
"20351",2007-11-10,0,0,3.7,0,0,7.7,0,0
"20353",2007-11-11,0,0,0.4,0,0,7.9,0,0
"20355",2007-11-12,0,0,0,0,0,30.4,0,0
"20357",2007-11-13,0,0,0,0,0,20.8,0,0
"20359",2007-11-14,0,0,0.1,0,0,22,0,4
"20361",2007-11-15,0,0,0,0,0,7.8,0,2.4
"20363",2007-11-16,0,0,0,1.5,0,3.5,0,2.3
"20365",2007-11-17,0,0,0,2,0,2.7,0,1.9
"20367",2007-11-18,0,0,0,0,0,1.1,0,1.8
"20369",2007-11-19,NA,0,0,0,0,1.2,0,1.8
"20371",2007-11-20,0,0,1.8,3.5,0,0,0,6.3
"20373",2007-11-21,0,0,4.7,4.2,0,0,2.6,17.6
"20375",2007-11-22,0,0,11.5,3,0,13.2,1,10.9
"20377",2007-11-23,0,0,1.9,2.5,0,27,0,1.5
"20379",2007-11-24,0,0,0,0,0,1.6,0,3.3
"20381",2007-11-25,0,0,0,0,0,3.2,0,0
"20383",2007-11-26,0,0,0,0,0,0,0,0
"20385",2007-11-27,0,0,0.2,0,0,0,0,0
"20387",2007-11-28,0,0,0,0,0,10,0,0
"20389",2007-11-29,0.4,0,5.1,0,0,19.5,0,0
"20391",2007-11-30,0.4,0,0,0,0,0.4,0,0
"20393",2007-12-01,0.5,0,0,0,0,6.3,0,0
"20395",2007-12-02,0,0,0,0,0,0,0,0
"20397",2007-12-03,0,0,0,0,0,0,0,0
"20399",2007-12-04,0,0,0,0,0,0,0,0
"20401",2007-12-05,0,0,0,0,0,0,0,0
"20403",2007-12-06,0,0,0,0,0,0,0,0
"20405",2007-12-07,0,0,0,0,0,0,0,0
"20407",2007-12-08,0,0,0,0,0,0,0,0
"20409",2007-12-09,0,0,0,0,0,0,0,0
"20411",2007-12-10,0,0,0,0,0,0,0,0
"20413",2007-12-11,0,0,0.2,0,0,0,0,0
"20415",2007-12-12,1.7,0,0,0,0,18.6,0,0
"20417",2007-12-13,0.3,0,1.2,0,0,0,0,4.2
"20419",2007-12-14,0,0,4.1,0,0,2.4,0,1
"20421",2007-12-15,0,2.1,0,1.5,0,0.8,0,0
"20423",2007-12-16,0,3.6,0.3,2.5,0,2.3,0,0
"20425",2007-12-17,0,3.9,0.1,3,0,16.8,0,3.7
"20427",2007-12-18,0,0,0.5,3.5,0,1.8,0,2.8
"20429",2007-12-19,NA,0,2.4,4.5,0,0.6,0,14.9
"20431",2007-12-20,0.1,0,6.4,4,0,0,0,12
"20433",2007-12-21,0.6,0,0.5,4.4,0,0,0,4.7
"20435",2007-12-22,NA,9,0,3,0,4.2,0,3.2
"20437",2007-12-23,0,0,0,0,0,6,0,2.3
"20439",2007-12-24,2.6,0.7,0.6,0,0,17.6,2.5,0
"20441",2007-12-25,0,0,0,0,0,6.2,0,0
"20443",2007-12-26,0.8,0,2,0,1.2,14.7,1.6,1.5
"20445",2007-12-27,0,7.7,1.1,5.2,1.3,11.4,0,2
"20447",2007-12-28,0,0,1,4.5,2.4,11.4,0,7
"20449",2007-12-29,0,0,2.6,4,0,13.2,0,1.9
"20451",2007-12-30,0,0,0.6,3.4,3.5,28.4,0,1
"20453",2007-12-31,0,0,0.5,3,9.9,12.7,0,3.6
